longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household,log_population,dist_to_la,dist_to_sf,dist_to_sd,dist_to_sacramento,dist_to_nearest_city,ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN
-116.32,34.1,10.0,4256.0,861.0,1403.0,686.0,2.6618,81000.0,6.204081632653061,0.20230263157894737,2.045189504373178,7.247080584585756,1.9206509313251086,7.118911433639283,1.6155494421403551,6.841001388685723,1.6155494421403551,False,True,False,False,False
-121.26,38.66,8.0,1145.0,241.0,447.0,216.0,4.0781,124300.0,5.300925925925926,0.21048034934497817,2.0694444444444446,6.104793232414985,5.511125111989389,1.4620875486782523,7.217589625352777,0.2435159132377082,0.2435159132377082,False,True,False,False,False
-117.31,34.04,5.0,2785.0,577.0,1310.0,536.0,3.39,149500.0,5.19589552238806,0.20718132854578097,2.4440298507462686,7.1785454837637,0.9300537618869064,6.326531435154655,1.3284953895290728,6.171223541567744,0.9300537618869064,False,True,False,False,False
-119.02,34.24,24.0,4650.0,748.0,2374.0,702.0,5.8838,232600.0,6.6239316239316235,0.16086021505376344,3.381766381766382,7.772752716468742,0.8028075734570543,4.901112118693067,2.402082429892864,4.993645962620895,0.8028075734570543,True,False,False,False,False
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,6.225563909774436,0.21980676328502416,2.9473684210526314,5.973809611869261,5.533642561640574,0.12649110640673922,7.233788772144237,1.1175866856758796,0.12649110640673922,False,False,False,True,False
-118.37,33.99,32.0,4018.0,564.0,1400.0,568.0,8.6718,439100.0,7.073943661971831,0.14036834245893479,2.464788732394366,7.244941546337007,0.14317821063277028,5.53993682274446,1.7541379649275104,5.549999999999992,0.14317821063277028,True,False,False,False,False
-122.66,38.48,16.0,2697.0,490.0,1462.0,515.0,4.2051,190300.0,5.236893203883495,0.18168335187245088,2.8388349514563105,7.288244401020124,6.257899008453237,0.7494664769020617,7.964144649615549,1.1742657280190052,0.7494664769020617,True,False,False,False,False
-122.02,37.36,24.0,1709.0,437.0,892.0,408.0,4.9671,335200.0,4.188725490196078,0.25570509069631364,2.1862745098039214,6.794586580876499,5.024390510300729,0.572800139664794,6.719315441322873,1.330150367439711,0.572800139664794,True,False,False,False,False
-122.26,37.77,52.0,1565.0,315.0,637.0,297.0,4.7778,351800.0,5.269360269360269,0.2012779552715655,2.144781144781145,6.45833828334479,5.477116029444704,0.1599999999999966,7.177220910631087,1.1175866856758843,0.1599999999999966,False,False,False,True,False
-118.39,33.83,32.0,2075.0,539.0,954.0,519.0,5.637,500001.0,3.998073217726397,0.2597590361445783,1.8381502890173411,6.86171134048073,0.2662705391138892,5.636000354861597,1.6568041525780917,5.672080746956972,0.2662705391138892,False,False,False,False,True
-118.37,33.83,35.0,1207.0,207.0,601.0,213.0,4.7308,353400.0,5.666666666666667,0.17149958574979288,2.8215962441314555,6.400257445308821,0.2555386467836167,5.650318575089374,1.6420109622045822,5.683036160363573,0.2555386467836167,True,False,False,False,False
-118.2,34.21,40.0,1477.0,228.0,609.0,224.0,7.8375,500001.0,6.59375,0.15436696005416384,2.71875,6.413458957167357,0.16492422502470808,5.521050624654696,1.817058061813111,5.4700091407601805,0.16492422502470808,True,False,False,False,False
-123.34,39.1,24.0,5372.0,1051.0,3002.0,992.0,3.0652,131100.0,5.415322580645161,0.19564408041697692,3.026209677419355,8.00736706798333,7.177220910631087,1.6171889190815025,8.882387066549178,1.9216919628285993,1.6171889190815025,True,False,False,False,False
-118.34,34.0,44.0,3183.0,513.0,1183.0,473.0,5.0407,314900.0,6.7293868921775895,0.16116870876531575,2.5010570824524314,7.076653815443951,0.11180339887499584,5.555114760290737,1.7409192973828564,5.558677900364432,0.11180339887499584,True,False,False,False,False
-120.85,37.78,30.0,1120.0,248.0,609.0,237.0,2.2386,87200.0,4.725738396624473,0.22142857142857142,2.569620253164557,6.413458957167357,4.552471856036018,1.5700318468107655,6.262563372932845,1.024499877989254,1.024499877989254,False,True,False,False,False
-118.18,34.05,52.0,1070.0,231.0,925.0,220.0,1.825,133000.0,4.863636363636363,0.21588785046728973,4.204545454545454,6.8308742346461795,0.05999999999998806,5.640567347350797,1.6760966559241195,5.610436703145303,0.05999999999998806,True,False,False,False,False
-117.62,34.15,16.0,13556.0,1704.0,5669.0,1668.0,6.5138,311500.0,8.127098321342926,0.12570079669519033,3.3986810551558753,8.642944396721798,0.628012738724294,6.012021290714131,1.5021651041080692,5.882329470541405,0.628012738724294,False,True,False,False,False
-122.36,37.95,40.0,408.0,102.0,302.0,81.0,1.8333,69800.0,5.037037037037037,0.25,3.728395061728395,5.713732805509369,5.6731296477341395,0.18973665961010322,7.3751542356753506,1.0741508273980904,0.18973665961010322,False,False,False,True,False
-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,117400.0,4.316037735849057,0.2459016393442623,3.8962264150943398,6.717804695023691,0.14866068747318464,5.726473609473817,1.5738487856207777,5.718295200494636,0.14866068747318464,True,False,False,False,False
-122.19,37.75,36.0,1126.0,263.0,482.0,150.0,1.9167,82800.0,7.506666666666667,0.23357015985790408,3.2133333333333334,6.180016653652572,5.412254613375099,0.23086792761230815,7.11349421873667,1.085771615027765,0.23086792761230815,False,False,False,True,False
-118.08,33.97,35.0,825.0,155.0,590.0,144.0,4.6333,161200.0,5.729166666666667,0.18787878787878787,4.097222222222222,6.3818160174060985,0.17888543819997935,5.768500671751721,1.552063143045412,5.734125914208719,0.17888543819997935,True,False,False,False,False
-117.43,34.08,13.0,4563.0,1187.0,2475.0,1019.0,2.1189,121700.0,4.4779195289499505,0.2601358755204909,2.4288518155053973,7.814399633804487,0.810555365166366,6.206142118901241,1.3865424623862062,6.060825026347477,0.810555365166366,False,True,False,False,False
-117.25,34.53,13.0,5841.0,955.0,2455.0,915.0,4.1333,158200.0,6.383606557377049,0.1634994007875364,2.6830601092896176,7.806289289267033,1.100227249253532,6.101352309119679,1.812236187697401,5.863454613109914,1.100227249253532,False,True,False,False,False
-118.04,34.13,22.0,3359.0,643.0,1227.0,588.0,4.645,276200.0,5.712585034013605,0.19142601964870498,2.086734693877551,7.113142108707088,0.21540659228537162,5.695085600761412,1.6620770138594743,5.630719314616907,0.21540659228537162,False,True,False,False,False
-120.89,37.21,25.0,3301.0,678.0,994.0,306.0,3.2262,97200.0,10.787581699346406,0.2053923053620115,3.2483660130718954,6.902742737158593,4.124087777921325,1.6292636373527785,5.837208236820068,1.4956269588369908,1.4956269588369908,False,True,False,False,False
-120.96,39.12,24.0,2069.0,436.0,909.0,374.0,2.5326,139100.0,5.532085561497326,0.21072982116964717,2.43048128342246,6.813444599510896,5.753546732233953,1.9884918908559843,7.443117626371355,0.756637297521078,0.756637297521078,False,True,False,False,False
-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812,237500.0,3.725,0.28859060402684567,1.715,6.532334292222349,0.18384776310850018,5.658992843254,1.6334319698108095,5.674715851917161,0.18384776310850018,True,False,False,False,False
-118.18,33.85,30.0,2548.0,717.0,2086.0,700.0,0.7007,134400.0,3.64,0.2813971742543171,2.98,7.643482907077201,0.2088061301782035,5.774426378437945,1.522268044728006,5.773127402023958,0.2088061301782035,True,False,False,False,False
-119.16,34.15,23.0,3204.0,644.0,2295.0,614.0,3.9485,196600.0,5.2182410423452765,0.2009987515605493,3.737785016286645,7.738923757439457,0.9254188241007438,4.871550061325458,2.4586378342488753,5.005377108670234,0.9254188241007438,False,False,False,False,True
-118.34,34.19,47.0,1721.0,343.0,834.0,334.0,4.1923,231200.0,5.152694610778443,0.19930273097036608,2.497005988023952,6.727431724850855,0.17204650534085794,5.4279646277403115,1.8850198937942306,5.403202753922894,0.17204650534085794,True,False,False,False,False
-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,2.5368,169600.0,6.21078431372549,0.16732438831886345,3.480392156862745,6.566672429803241,1.6650825805346676,7.251158528125011,0.08246211251235058,7.234009952992874,0.08246211251235058,False,False,False,False,True
-117.62,34.02,16.0,2040.0,325.0,1207.0,324.0,5.0431,164100.0,6.296296296296297,0.15931372549019607,3.7253086419753085,7.0967213784947605,0.6207253821135299,6.091182151274084,1.3789851340750625,5.9808444219859025,0.6207253821135299,False,True,False,False,False
-118.39,34.19,36.0,904.0,191.0,627.0,191.0,2.4167,192900.0,4.732984293193717,0.21128318584070796,3.282722513089005,6.4425401664681985,0.20518284528683645,5.3904823531851065,1.916715941395596,5.374206918234538,0.20518284528683645,True,False,False,False,False
-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,207300.0,5.666666666666667,0.17315658657829328,3.2065727699530515,6.52795791762255,0.31064449134016964,5.818083877016554,1.5541557193537652,5.745754954747017,0.31064449134016964,True,False,False,False,False
-121.89,37.35,48.0,1562.0,439.0,1469.0,424.0,2.5673,177500.0,3.6839622641509435,0.28104993597951344,3.464622641509434,7.293017679772782,4.920619879649318,0.6762396025078705,6.61889718910938,1.293406355326893,0.6762396025078705,True,False,False,False,False
-118.3,34.01,35.0,1147.0,290.0,818.0,281.0,1.7961,111700.0,4.081850533807829,0.2528334786399303,2.911032028469751,6.70808408385307,0.07211102550928121,5.577813191565318,1.7215400082484285,5.573239632386175,0.07211102550928121,True,False,False,False,False
-118.08,33.97,38.0,1026.0,190.0,789.0,193.0,4.2,163200.0,5.316062176165803,0.18518518518518517,4.0880829015544045,6.672032945461067,0.17888543819997935,5.768500671751721,1.552063143045412,5.734125914208719,0.17888543819997935,True,False,False,False,False
-121.82,39.72,42.0,2978.0,694.0,1879.0,679.0,1.5064,66300.0,4.3858615611192935,0.23304231027535258,2.767304860088365,7.539027055823995,6.705617048415456,2.0402205763103147,8.409256804260409,1.186802426691149,1.186802426691149,False,True,False,False,False
-119.31,34.41,22.0,2612.0,494.0,1361.0,439.0,4.1319,245000.0,5.949886104783599,0.1891271056661562,3.1002277904328017,7.216709486709457,1.128937553631739,4.578394915251418,2.734702908909854,4.705454282000834,1.128937553631739,False,False,False,False,True
-117.21,32.74,45.0,3025.0,583.0,1980.0,550.0,2.2982,87500.0,5.5,0.19272727272727272,3.6,7.591357046698551,1.6664333169977097,7.2418920179743145,0.053851648071343565,7.240441975459784,0.053851648071343565,False,False,False,False,True
-117.98,34.14,24.0,1596.0,388.0,1329.0,352.0,3.0417,148000.0,4.534090909090909,0.24310776942355888,3.7755681818181817,7.1929342212158,0.2751363298439446,5.735023975538375,1.6397560794215758,5.659832152988277,0.2751363298439446,False,True,False,False,False
-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,94000.0,4.176678445229682,0.2580372250423012,3.452296819787986,6.885509670034818,0.11661903789690231,5.618433945504747,1.6770509831248455,5.622543908232282,0.11661903789690231,True,False,False,False,False
-122.05,37.36,29.0,1733.0,255.0,679.0,278.0,7.5337,406800.0,6.233812949640288,0.14714368147720716,2.4424460431654675,6.522092798170152,5.046999108381141,0.5522680508593688,6.741045912912922,1.3423859355639867,0.5522680508593688,True,False,False,False,False
-118.09,33.93,37.0,1950.0,356.0,1183.0,338.0,4.1449,175300.0,5.769230769230769,0.18256410256410258,3.5,7.076653815443951,0.1920937271229772,5.787443304257935,1.5261061562027771,5.760425331518492,0.1920937271229772,True,False,False,False,False
-121.0,37.63,49.0,2051.0,500.0,1525.0,467.0,1.59,80900.0,4.39186295503212,0.24378352023403219,3.2655246252676657,7.330405211844402,4.520398212547216,1.4268847185389593,6.233273618252295,1.0689246933250194,1.0689246933250194,False,True,False,False,False
-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4.0588,182800.0,5.822274881516588,0.18111518111518113,2.675355450236967,7.029972911706386,5.32062026459322,0.3036445290137865,7.0215738976386195,1.104355015382281,0.3036445290137865,False,False,False,True,False
-117.68,34.0,5.0,3761.0,580.0,2335.0,648.0,5.7338,225400.0,5.804012345679013,0.15421430470619515,3.603395061728395,7.756195343948118,0.5622277118748118,6.056442850386683,1.3815932831336484,5.95755822464203,0.5622277118748118,False,True,False,False,False
-121.3,37.85,35.0,1034.0,206.0,604.0,192.0,2.2391,120000.0,5.385416666666667,0.19922630560928434,3.1458333333333335,6.405228458030842,4.878893317136587,1.1228535078094604,6.5921544278027975,0.7543208866258408,0.7543208866258408,False,True,False,False,False
-118.07,34.09,35.0,1224.0,267.0,887.0,276.0,4.0987,202400.0,4.434782608695652,0.2181372549019608,3.213768115942029,6.78897174299217,0.1746424919657329,5.697797820210899,1.6446884203398546,5.644156269984023,0.1746424919657329,True,False,False,False,False
-121.29,38.07,21.0,1185.0,207.0,533.0,213.0,3.1917,204500.0,5.563380281690141,0.17468354430379746,2.5023474178403755,6.280395838960195,5.046077684697303,1.1691449867317518,6.758653712093859,0.5478138369920874,0.5478138369920874,False,True,False,False,False
-121.96,37.25,19.0,1858.0,359.0,790.0,347.0,4.5156,339300.0,5.354466858789626,0.19321851453175456,2.276657060518732,6.673297967767654,4.906974628016738,0.6942621983083989,6.600068181466006,1.4106027080648875,0.6942621983083989,True,False,False,False,False
-118.75,34.27,24.0,3241.0,461.0,1567.0,446.0,5.5983,233300.0,7.266816143497758,0.14224004936747917,3.513452914798206,7.357556200910353,0.5554277630799597,5.071380482669389,2.2204954402114914,5.107220379032016,0.5554277630799597,True,False,False,False,False
-117.95,34.03,33.0,1453.0,326.0,1609.0,319.0,3.7578,155800.0,4.554858934169279,0.22436338609772882,5.043887147335423,7.383989457978509,0.29068883707496446,5.8282501662162725,1.5297712247261077,5.764902427621817,0.29068883707496446,True,False,False,False,False
-117.15,32.76,40.0,1809.0,474.0,826.0,456.0,2.6518,179800.0,3.9671052631578947,0.2620232172470978,1.8114035087719298,6.717804695023691,1.6888457596832145,7.2713822619911825,0.04123105625617357,7.260027548157095,0.04123105625617357,False,False,False,False,True
-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,169400.0,6.329545454545454,0.17773788150807898,3.2386363636363638,7.039660349862076,0.1341640786499861,5.632051136131495,1.6624379687675577,5.639024738374533,0.1341640786499861,True,False,False,False,False
-120.13,37.93,5.0,111.0,26.0,58.0,25.0,1.675,112500.0,4.44,0.23423423423423423,2.32,4.07753744390572,4.315842907243036,2.2955827146935976,5.997082624076477,1.5073486657041217,1.5073486657041217,False,True,False,False,False
-121.94,37.3,26.0,4348.0,814.0,2347.0,810.0,4.7275,293000.0,5.367901234567901,0.18721251149954002,2.897530864197531,7.761319180947987,4.924682730897496,0.6717886572427444,6.620030211411425,1.3567977004697516,0.6717886572427444,True,False,False,False,False
-122.31,37.93,36.0,2403.0,408.0,917.0,404.0,5.0399,253400.0,5.948019801980198,0.16978776529338327,2.26980198019802,6.822197390620491,5.623104124947366,0.19416487838947286,7.325749108453009,1.046374693883606,0.19416487838947286,False,False,False,True,False
-119.71,36.88,17.0,2236.0,315.0,992.0,312.0,6.9405,165200.0,7.166666666666667,0.14087656529516995,3.1794871794871793,6.900730664045173,3.189012386303952,2.852402496142514,4.879354465500535,2.46138172577924,2.46138172577924,False,True,False,False,False
-120.2,37.84,9.0,13670.0,2453.0,2811.0,1193.0,3.2589,137900.0,11.458507963118189,0.17944403803950257,2.3562447611064545,7.941651252930556,4.2668137995464575,2.2211033294288662,5.954494101097094,1.4871785366928787,1.4871785366928787,False,True,False,False,False
-118.15,33.77,52.0,2204.0,498.0,899.0,445.0,4.1765,393900.0,4.952808988764045,0.22595281306715065,2.020224719101124,6.802394763324311,0.29410882339704586,5.850888821367226,1.4431216164966925,5.85591154304775,0.29410882339704586,False,False,False,False,True
-117.8,33.63,15.0,3236.0,451.0,1289.0,416.0,11.1121,493000.0,7.778846153846154,0.13936959208899877,3.0985576923076925,7.162397497355718,0.6082762530298166,6.2035473722701635,1.1125196627475882,6.174026239011294,0.6082762530298166,True,False,False,False,False
-121.31,38.0,35.0,2097.0,351.0,977.0,358.0,4.3958,108400.0,5.85754189944134,0.16738197424892703,2.7290502793296088,6.885509670034818,5.002739249651142,1.1335784048754622,6.715720363445761,0.6072890580275553,0.6072890580275553,False,True,False,False,False
-120.04,36.79,48.0,1341.0,239.0,671.0,208.0,2.7917,82800.0,6.447115384615385,0.17822520507084266,3.2259615384615383,6.51025834052315,3.2783532451522137,2.5738686835190303,4.985910147605957,2.303605869067008,2.303605869067008,False,True,False,False,False
-118.09,33.98,39.0,936.0,194.0,691.0,211.0,3.6875,169500.0,4.436018957345971,0.20726495726495728,3.2748815165876777,6.539585955617669,0.16552945357246088,5.75438962879644,1.566045976336585,5.7201398584300325,0.16552945357246088,True,False,False,False,False
-117.99,33.72,14.0,2127.0,537.0,1338.0,475.0,3.628,188500.0,4.477894736842106,0.2524682651622003,2.816842105263158,7.199678345691172,0.41400483088968765,6.00228289903101,1.29957685421063,5.9891234751005085,0.41400483088968765,True,False,False,False,False
-118.38,34.03,43.0,912.0,255.0,705.0,246.0,2.6402,185700.0,3.707317073170732,0.27960526315789475,2.8658536585365852,6.559615237493242,0.1414213562373095,5.505379187667282,1.7901117283566417,5.511315632405748,0.1414213562373095,True,False,False,False,False
-117.1,32.67,26.0,2629.0,763.0,2721.0,767.0,2.0982,109100.0,3.4276401564537156,0.2902244199315329,3.547588005215124,7.909122183211411,1.7899720668211525,7.369694701953406,0.07810249675906647,7.362078510855475,0.07810249675906647,False,False,False,False,True
-118.33,34.18,48.0,2122.0,385.0,926.0,362.0,5.6975,231400.0,5.861878453038674,0.18143261074458059,2.5580110497237567,6.831953565565855,0.158113883008423,5.442076809454278,1.8709623192357474,5.417157926440761,0.158113883008423,True,False,False,False,False
-118.08,34.13,39.0,788.0,128.0,413.0,139.0,5.9546,396700.0,5.669064748201439,0.16243654822335024,2.971223021582734,6.025865973825314,0.17888543819998254,5.6643799307602976,1.6835973390333014,5.606300027647463,0.17888543819998254,False,True,False,False,False
-118.54,34.38,18.0,2096.0,309.0,1044.0,328.0,6.8299,262100.0,6.390243902439025,0.1474236641221374,3.182926829268293,6.951772164398911,0.44598206241956684,5.152329570204139,2.1587033144922994,5.132494520211385,0.44598206241956684,True,False,False,False,False
-118.46,34.23,19.0,9902.0,2814.0,7307.0,2660.0,2.585,145400.0,3.7225563909774437,0.2841850131286609,2.7469924812030073,8.896724917497897,0.28425340807103683,5.31160992543693,1.992510978639763,5.301264000217309,0.28425340807103683,True,False,False,False,False
-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194,181300.0,5.197860962566845,0.18621399176954734,2.962566844919786,6.318968113746434,0.22627416997970545,5.3697299745890374,1.9384787850270706,5.352102390649857,0.22627416997970545,True,False,False,False,False
-121.06,37.18,30.0,2603.0,507.0,1491.0,473.0,3.0909,123400.0,5.503171247357294,0.19477525931617365,3.1522198731501057,7.307872780763706,4.21299181105305,1.4824641648282775,5.924660327816275,1.4645477117526726,1.4645477117526726,False,True,False,False,False
-117.87,34.13,29.0,1677.0,413.0,873.0,400.0,3.12,194300.0,4.1925,0.24627310673822303,2.1825,6.773080375655535,0.3785498646149457,5.826843056063891,1.578670326572341,5.736453608284468,0.3785498646149457,True,False,False,False,False
-117.17,32.79,44.0,2262.0,647.0,3009.0,657.0,2.2663,123600.0,3.442922374429224,0.28603006189213087,4.579908675799087,8.009695357742922,1.653027525481648,7.236221389648056,0.07071067811865576,7.224022425214358,0.07071067811865576,False,False,False,False,True
-122.4,37.76,52.0,4265.0,912.0,1555.0,836.0,4.119,298300.0,5.101674641148326,0.21383352872215708,1.8600478468899522,7.349873704738337,5.574020093254068,0.022360679774996627,7.270433274571749,1.2249489785293182,0.022360679774996627,False,False,False,True,False
-121.82,37.38,32.0,1650.0,246.0,768.0,263.0,6.8462,320900.0,6.273764258555133,0.14909090909090908,2.920152091254753,6.645090969505644,4.889304654038243,0.7156116265126012,6.590235200658623,1.2445481107614877,0.7156116265126012,True,False,False,False,False
-118.49,34.29,26.0,4516.0,611.0,1714.0,581.0,9.2873,431800.0,7.772805507745267,0.13529672276350752,2.9500860585197937,7.44716835960004,0.34655446902327053,5.249314240927102,2.0576199843508514,5.234892549040524,0.34655446902327053,True,False,False,False,False
-121.96,37.74,2.0,200.0,20.0,25.0,9.0,15.0001,350000.0,22.22222222222222,0.1,2.7777777777777777,3.258096538021482,5.239704190123716,0.46097722286465237,6.94553093722863,0.9625487000666474,0.46097722286465237,True,False,False,False,False
-123.85,39.39,23.0,4671.0,912.0,2095.0,857.0,3.184,140500.0,5.450408401400233,0.19524727039177905,2.4445740956826136,7.647786045440933,7.745172690134161,2.160856311743095,9.4469571820772,2.4951352668743234,2.160856311743095,True,False,False,False,False
-117.74,33.61,17.0,2116.0,474.0,662.0,443.0,3.5625,180800.0,4.776523702031603,0.22400756143667297,1.4943566591422122,6.4967749901858625,0.666033032213867,6.261629180972001,1.0623088063270487,6.226026019862107,0.666033032213867,True,False,False,False,False
-121.58,39.51,24.0,1865.0,372.0,1087.0,385.0,1.6389,56700.0,4.8441558441558445,0.1994638069705094,2.8233766233766233,6.992096427415888,6.400562475282936,1.932149062572551,8.10188249729654,0.9343446901438462,0.9343446901438462,False,True,False,False,False
-124.14,41.95,21.0,2696.0,578.0,1208.0,494.0,2.275,122400.0,5.4574898785425106,0.21439169139465875,2.445344129554656,7.097548850614793,9.860020283954803,4.520044247571034,11.572091427222658,4.287120245572786,4.287120245572786,False,False,False,False,True
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,93500.0,4.472906403940887,0.2488986784140969,3.2857142857142856,6.504288173536645,0.7816009211867666,6.1701296582811045,1.4122322755127803,6.025885826996723,0.7816009211867666,False,True,False,False,False
-116.91,34.24,23.0,6379.0,1636.0,1350.0,568.0,1.6336,124500.0,11.230633802816902,0.2564665308042013,2.3767605633802815,7.208600337960199,1.3435028842544392,6.543775668526547,1.5404220200970933,6.3096751104949895,1.3435028842544392,False,True,False,False,False
-118.35,34.07,46.0,1651.0,410.0,512.0,397.0,4.0179,350000.0,4.158690176322418,0.2483343428225318,1.2896725440806045,6.240275845170769,0.11180339887498948,5.500445436507855,1.7996110690924298,5.49542537025115,0.11180339887498948,True,False,False,False,False
-117.45,34.1,9.0,4288.0,1017.0,3156.0,900.0,2.7827,105800.0,4.764444444444444,0.23717350746268656,3.506666666666667,8.057377488557991,0.7915806970865243,6.178171250459152,1.4101418368377028,6.032578221622983,0.7915806970865243,False,True,False,False,False
-118.45,34.25,36.0,1453.0,270.0,808.0,275.0,4.3839,204600.0,5.283636363636363,0.1858224363386098,2.938181818181818,6.695798917058491,0.2900000000000077,5.305779867276819,2.001249609618955,5.290604880351578,0.2900000000000077,True,False,False,False,False
-122.28,37.86,52.0,3007.0,691.0,1582.0,636.0,2.5652,157700.0,4.727987421383648,0.22979714000665113,2.4874213836477987,7.367077059881012,5.5531702657130975,0.16643316977093087,7.2549293587188055,1.0688779163216013,0.16643316977093087,False,False,False,True,False
-121.87,37.32,39.0,1839.0,471.0,1528.0,456.0,2.6818,184900.0,4.032894736842105,0.2561174551386623,3.3508771929824563,7.332369205929062,4.885672932155824,0.7106335201775944,6.583623622291913,1.316054710108969,0.7106335201775944,True,False,False,False,False
-122.31,40.45,25.0,2596.0,557.0,1536.0,549.0,2.0221,60400.0,4.728597449908925,0.2145608628659476,2.797814207650273,7.337587743538596,7.584517123719883,2.6822565127146207,9.288455199870436,2.041886382735344,2.041886382735344,False,True,False,False,False
-117.31,34.02,18.0,1634.0,274.0,899.0,285.0,5.2139,129300.0,5.733333333333333,0.16768665850673195,3.1543859649122807,6.802394763324311,0.9304837451562418,6.33834363221181,1.308625232830245,6.185951826517879,0.9304837451562418,False,True,False,False,False
-121.14,38.82,22.0,1816.0,278.0,832.0,278.0,5.07,233000.0,6.532374100719425,0.15308370044052863,2.9928057553956835,6.725033642166843,5.582374046944549,1.6555663683464934,7.283570552963708,0.42438190347845534,0.42438190347845534,False,True,False,False,False
-121.51,38.55,46.0,1485.0,278.0,531.0,291.0,2.7885,137200.0,5.103092783505154,0.1872053872053872,1.824742268041237,6.2766434893416445,5.562634268042441,1.198540779448069,7.274022271068467,0.03605551275464652,0.03605551275464652,False,True,False,False,False
-118.24,33.93,32.0,1063.0,282.0,992.0,253.0,0.8984,88700.0,4.201581027667984,0.26528692380056446,3.9209486166007905,6.900730664045173,0.11999999999999744,5.676090203652518,1.621881623300541,5.67318252835214,0.11999999999999744,True,False,False,False,False
